transaction_id,timestamp,transaction_type,merchant_category,amount_inr,transaction_status,sender_age_group,receiver_age_group,sender_state,sender_bank,receiver_bank,device_type,network_type,fraud_flag,hour_of_day,day_of_week,is_weekend
TXN400000000169,12-11-2024 10:25:00,P2M,Grocery,18205,FAILED,26-35,26-35,Delhi,Axis,HDFC,iOS,4G,0,10,Tuesday,0
TXN400000000170,14-04-2024 21:54:00,Bill Payment,Shopping,6126,FAILED,36-45,18-25,Gujarat,PNB,HDFC,iOS,3G,0,21,Sunday,1
TXN400000000171,27-10-2024 07:05:00,Bill Payment,Healthcare,7090,FAILED,18-25,56+,Gujarat,Axis,SBI,Android,3G,1,7,Sunday,1
TXN400000000172,16-10-2024 21:09:00,P2M,Utilities,10482,SUCCESS,18-25,18-25,Maharashtra,HDFC,Yes Bank,Android,4G,0,21,Wednesday,0
TXN400000000173,13-03-2024 15:40:00,Bill Payment,Food,16902,SUCCESS,26-35,36-45,Maharashtra,ICICI,PNB,iOS,WiFi,0,15,Wednesday,0
TXN400000000174,22-03-2024 21:42:00,P2P,Healthcare,5760,SUCCESS,46-55,46-55,Tamil Nadu,PNB,ICICI,iOS,4G,0,21,Friday,0
TXN400000000175,27-08-2024 01:04:00,Bill Payment,Shopping,11326,FAILED,46-55,56+,Maharashtra,ICICI,SBI,Android,WiFi,0,1,Tuesday,0
TXN400000000176,13-06-2024 16:45:00,P2P,Fuel,4063,FAILED,18-25,36-45,Rajasthan,SBI,Yes Bank,iOS,WiFi,1,16,Thursday,0
TXN400000000177,09-02-2024 13:29:00,Recharge,Food,11123,FAILED,18-25,56+,Karnataka,PNB,Axis,Android,3G,1,13,Friday,0
TXN400000000178,20-04-2024 06:38:00,P2P,Healthcare,18466,FAILED,18-25,46-55,Maharashtra,Axis,PNB,Android,WiFi,1,6,Saturday,1
TXN400000000179,26-07-2024 20:34:00,Recharge,Food,4695,FAILED,56+,56+,Karnataka,ICICI,PNB,Android,4G,0,20,Friday,0
TXN400000000180,13-06-2024 19:51:00,P2M,Utilities,17244,SUCCESS,56+,36-45,Gujarat,SBI,ICICI,Android,4G,0,19,Thursday,0
TXN400000000181,23-02-2024 16:11:00,P2P,Shopping,18353,FAILED,26-35,46-55,Tamil Nadu,PNB,HDFC,iOS,3G,0,16,Friday,0
TXN400000000182,24-05-2024 02:48:00,Bill Payment,Healthcare,17418,SUCCESS,56+,36-45,Tamil Nadu,PNB,Yes Bank,Android,5G,1,2,Friday,0
TXN400000000183,07-04-2024 08:18:00,P2M,Shopping,8156,SUCCESS,56+,36-45,Rajasthan,Yes Bank,ICICI,iOS,3G,1,8,Sunday,1
TXN400000000184,12-06-2024 15:28:00,P2P,Grocery,3401,SUCCESS,46-55,36-45,Maharashtra,Yes Bank,Axis,iOS,3G,0,15,Wednesday,0
TXN400000000185,29-11-2024 13:08:00,Bill Payment,Food,8548,FAILED,56+,36-45,Delhi,SBI,HDFC,Android,4G,1,13,Friday,0
TXN400000000186,25-06-2024 21:57:00,P2P,Healthcare,4157,FAILED,36-45,46-55,Rajasthan,Yes Bank,Yes Bank,iOS,5G,1,21,Tuesday,0
TXN400000000187,04-03-2024 11:00:00,P2P,Utilities,12971,FAILED,18-25,26-35,Rajasthan,PNB,HDFC,Android,WiFi,0,11,Monday,0
TXN400000000188,29-08-2024 14:15:00,P2P,Utilities,19090,SUCCESS,26-35,56+,Karnataka,Axis,HDFC,iOS,5G,1,14,Thursday,0
TXN400000000189,24-04-2024 14:43:00,P2M,Healthcare,4516,SUCCESS,26-35,18-25,Rajasthan,Kotak,Yes Bank,iOS,WiFi,0,14,Wednesday,0
TXN400000000190,19-05-2024 00:34:00,P2M,Healthcare,14364,SUCCESS,46-55,18-25,Rajasthan,Kotak,HDFC,Android,WiFi,0,0,Sunday,1
TXN400000000191,22-05-2024 21:58:00,P2M,Grocery,15944,SUCCESS,36-45,18-25,Tamil Nadu,SBI,ICICI,iOS,4G,1,21,Wednesday,0
TXN400000000192,05-09-2024 01:53:00,P2P,Shopping,10726,SUCCESS,56+,56+,Maharashtra,Axis,HDFC,Android,4G,1,1,Thursday,0
TXN400000000193,19-11-2024 05:12:00,P2M,Entertainment,6376,FAILED,18-25,18-25,Delhi,Kotak,HDFC,Android,3G,1,5,Tuesday,0
TXN400000000194,07-12-2024 07:41:00,P2P,Shopping,6658,FAILED,56+,26-35,Rajasthan,PNB,PNB,iOS,WiFi,1,7,Saturday,1
TXN400000000195,25-10-2024 13:19:00,Recharge,Fuel,18070,SUCCESS,46-55,18-25,Maharashtra,SBI,Yes Bank,Android,WiFi,0,13,Friday,0
TXN400000000196,03-08-2024 02:50:00,P2P,Food,15075,FAILED,18-25,18-25,Gujarat,HDFC,Kotak,Android,3G,1,2,Saturday,1
TXN400000000197,08-01-2024 18:04:00,Bill Payment,Entertainment,17620,FAILED,26-35,18-25,Rajasthan,Axis,SBI,Android,3G,1,18,Monday,0
TXN400000000198,30-05-2024 03:31:00,Bill Payment,Fuel,14785,FAILED,46-55,56+,Gujarat,PNB,PNB,iOS,4G,0,3,Thursday,0
TXN400000000199,29-08-2024 12:06:00,Bill Payment,Entertainment,17663,FAILED,26-35,18-25,Rajasthan,ICICI,SBI,Android,4G,1,12,Thursday,0
TXN400000000200,24-03-2024 13:41:00,Bill Payment,Utilities,3541,FAILED,18-25,26-35,Tamil Nadu,ICICI,SBI,iOS,5G,1,13,Sunday,1
TXN400000000201,02-07-2024 03:39:00,Bill Payment,Grocery,4903,SUCCESS,18-25,26-35,Delhi,Yes Bank,HDFC,Android,WiFi,1,3,Tuesday,0
TXN400000000202,31-07-2024 23:27:00,Bill Payment,Healthcare,1945,SUCCESS,46-55,36-45,Karnataka,Axis,PNB,Android,3G,1,23,Wednesday,0
TXN400000000203,21-11-2024 21:23:00,Bill Payment,Fuel,17753,SUCCESS,26-35,56+,Rajasthan,ICICI,Kotak,iOS,5G,0,21,Thursday,0
TXN400000000204,18-10-2024 08:05:00,Bill Payment,Entertainment,3247,FAILED,26-35,36-45,Delhi,SBI,Axis,iOS,WiFi,0,8,Friday,0
TXN400000000205,12-05-2024 03:49:00,Bill Payment,Utilities,2964,SUCCESS,18-25,18-25,Maharashtra,HDFC,Yes Bank,Android,3G,1,3,Sunday,1
TXN400000000206,25-10-2024 23:47:00,Recharge,Fuel,15337,FAILED,18-25,46-55,Gujarat,Kotak,PNB,Android,5G,0,23,Friday,0
TXN400000000207,01-03-2024 23:10:00,Bill Payment,Healthcare,1772,SUCCESS,56+,36-45,Gujarat,ICICI,Axis,Android,3G,1,23,Friday,0
TXN400000000208,25-08-2024 08:04:00,Recharge,Healthcare,5233,FAILED,18-25,36-45,Karnataka,ICICI,Yes Bank,iOS,3G,1,8,Sunday,1
TXN400000000209,21-09-2024 00:14:00,P2P,Shopping,768,SUCCESS,18-25,36-45,Tamil Nadu,PNB,Axis,iOS,WiFi,1,0,Saturday,1
TXN400000000210,03-10-2024 21:21:00,P2M,Utilities,12911,SUCCESS,46-55,26-35,Rajasthan,Kotak,Yes Bank,Android,4G,0,21,Thursday,0
TXN400000000211,08-08-2024 05:57:00,P2M,Food,9246,FAILED,26-35,36-45,Rajasthan,HDFC,SBI,Android,4G,0,5,Thursday,0
TXN400000000212,29-11-2024 14:50:00,Bill Payment,Fuel,15718,FAILED,36-45,56+,Rajasthan,SBI,PNB,Android,3G,0,14,Friday,0
TXN400000000213,29-03-2024 07:23:00,P2P,Utilities,10371,FAILED,56+,36-45,Rajasthan,Kotak,HDFC,Android,WiFi,0,7,Friday,0
TXN400000000214,29-03-2024 09:06:00,P2P,Shopping,11769,SUCCESS,56+,36-45,Maharashtra,SBI,SBI,iOS,3G,1,9,Friday,0
TXN400000000215,05-08-2024 22:54:00,P2M,Food,4835,FAILED,56+,46-55,Delhi,SBI,SBI,Android,5G,1,22,Monday,0
TXN400000000216,20-05-2024 18:04:00,Recharge,Grocery,12508,FAILED,56+,26-35,Karnataka,SBI,Yes Bank,iOS,3G,0,18,Monday,0
TXN400000000217,19-03-2024 18:15:00,P2P,Shopping,18110,SUCCESS,56+,36-45,Tamil Nadu,Axis,Axis,iOS,5G,1,18,Tuesday,0
TXN400000000218,28-10-2024 02:02:00,P2M,Food,9066,FAILED,36-45,36-45,Tamil Nadu,PNB,Kotak,iOS,5G,1,2,Monday,0
TXN400000000219,24-08-2024 15:35:00,Bill Payment,Fuel,12201,SUCCESS,26-35,56+,Gujarat,PNB,HDFC,Android,3G,1,15,Saturday,1
TXN400000000220,02-10-2024 11:12:00,P2P,Healthcare,19445,FAILED,46-55,56+,Gujarat,ICICI,Kotak,Android,WiFi,1,11,Wednesday,0
TXN400000000221,21-10-2024 10:46:00,Bill Payment,Healthcare,2143,SUCCESS,36-45,26-35,Karnataka,HDFC,PNB,Android,5G,0,10,Monday,0
TXN400000000222,01-03-2024 19:29:00,Recharge,Grocery,357,SUCCESS,26-35,18-25,Tamil Nadu,ICICI,Yes Bank,iOS,WiFi,1,19,Friday,0
TXN400000000223,30-08-2024 18:57:00,Recharge,Shopping,10852,FAILED,56+,26-35,Rajasthan,PNB,Axis,iOS,4G,0,18,Friday,0
TXN400000000224,13-08-2024 02:46:00,P2M,Grocery,1026,SUCCESS,36-45,46-55,Gujarat,Yes Bank,Yes Bank,iOS,5G,0,2,Tuesday,0
TXN400000000225,24-08-2024 23:21:00,Bill Payment,Fuel,6204,SUCCESS,26-35,36-45,Gujarat,Yes Bank,Kotak,Android,WiFi,1,23,Saturday,1
TXN400000000226,11-05-2024 11:26:00,Bill Payment,Entertainment,7425,FAILED,56+,46-55,Maharashtra,Kotak,Kotak,iOS,5G,0,11,Saturday,1
TXN400000000227,05-09-2024 07:15:00,Bill Payment,Grocery,18706,FAILED,18-25,56+,Tamil Nadu,PNB,Kotak,Android,WiFi,1,7,Thursday,0
TXN400000000228,20-08-2024 17:09:00,Bill Payment,Healthcare,12957,SUCCESS,36-45,26-35,Tamil Nadu,PNB,ICICI,Android,WiFi,0,17,Tuesday,0
TXN400000000229,04-10-2024 03:50:00,Bill Payment,Entertainment,8254,FAILED,46-55,26-35,Maharashtra,PNB,Kotak,Android,3G,0,3,Friday,0
TXN400000000230,19-03-2024 18:02:00,P2P,Food,18493,FAILED,46-55,46-55,Maharashtra,PNB,SBI,iOS,5G,0,18,Tuesday,0
TXN400000000231,10-09-2024 13:38:00,Recharge,Shopping,10331,SUCCESS,18-25,46-55,Karnataka,Axis,PNB,iOS,WiFi,0,13,Tuesday,0
TXN400000000232,29-04-2024 02:44:00,Bill Payment,Grocery,7026,SUCCESS,46-55,56+,Karnataka,ICICI,Axis,Android,WiFi,0,2,Monday,0
TXN400000000233,02-02-2024 00:31:00,Bill Payment,Grocery,8788,SUCCESS,18-25,26-35,Maharashtra,SBI,ICICI,iOS,WiFi,0,0,Friday,0
TXN400000000234,04-01-2024 06:34:00,P2M,Utilities,13506,FAILED,26-35,26-35,Gujarat,SBI,Kotak,iOS,WiFi,0,6,Thursday,0
TXN400000000235,04-03-2024 03:45:00,Bill Payment,Healthcare,12215,FAILED,46-55,26-35,Tamil Nadu,Axis,Kotak,iOS,3G,1,3,Monday,0
TXN400000000236,27-07-2024 04:06:00,Bill Payment,Grocery,1360,SUCCESS,56+,36-45,Delhi,HDFC,ICICI,Android,5G,1,4,Saturday,1
TXN400000000237,16-09-2024 23:14:00,P2M,Entertainment,1289,SUCCESS,18-25,36-45,Tamil Nadu,HDFC,HDFC,iOS,WiFi,1,23,Monday,0
TXN400000000238,28-05-2024 20:42:00,P2M,Food,15701,FAILED,46-55,46-55,Rajasthan,Yes Bank,ICICI,iOS,3G,0,20,Tuesday,0
TXN400000000239,31-10-2024 16:06:00,Bill Payment,Food,3425,FAILED,36-45,26-35,Maharashtra,Axis,Yes Bank,Android,5G,0,16,Thursday,0
TXN400000000240,18-10-2024 13:00:00,Bill Payment,Food,12285,SUCCESS,56+,18-25,Rajasthan,Yes Bank,PNB,Android,WiFi,1,13,Friday,0
TXN400000000241,23-06-2024 14:27:00,Recharge,Healthcare,119,SUCCESS,56+,36-45,Delhi,ICICI,Axis,Android,3G,0,14,Sunday,1
TXN400000000242,29-06-2024 19:54:00,P2P,Entertainment,11567,FAILED,56+,46-55,Delhi,Yes Bank,SBI,Android,4G,0,19,Saturday,1
TXN400000000243,19-03-2024 02:31:00,Bill Payment,Shopping,13066,SUCCESS,56+,26-35,Rajasthan,HDFC,HDFC,iOS,WiFi,0,2,Tuesday,0
TXN400000000244,28-07-2024 06:43:00,Recharge,Entertainment,8211,SUCCESS,36-45,36-45,Delhi,Axis,PNB,Android,4G,1,6,Sunday,1
TXN400000000245,29-06-2024 13:03:00,P2M,Entertainment,12058,FAILED,56+,26-35,Rajasthan,Axis,ICICI,iOS,4G,0,13,Saturday,1
TXN400000000246,10-01-2024 17:25:00,Recharge,Entertainment,10243,FAILED,46-55,36-45,Rajasthan,SBI,SBI,Android,3G,1,17,Wednesday,0
TXN400000000247,27-03-2024 11:35:00,P2M,Grocery,4872,FAILED,36-45,36-45,Delhi,SBI,SBI,iOS,4G,1,11,Wednesday,0
TXN400000000248,15-07-2024 13:10:00,P2M,Entertainment,19692,SUCCESS,18-25,36-45,Gujarat,SBI,SBI,Android,5G,1,13,Monday,0
TXN400000000249,03-10-2024 05:21:00,Recharge,Grocery,19617,FAILED,46-55,26-35,Delhi,Yes Bank,HDFC,iOS,5G,0,5,Thursday,0
TXN400000000250,10-03-2024 17:45:00,Bill Payment,Utilities,5560,SUCCESS,56+,18-25,Delhi,Kotak,PNB,iOS,4G,0,17,Sunday,1
TXN400000000251,08-05-2024 13:20:00,P2M,Shopping,16791,FAILED,36-45,46-55,Rajasthan,Yes Bank,Yes Bank,Android,5G,0,13,Wednesday,0
TXN400000000252,28-04-2024 12:45:00,P2P,Healthcare,2891,FAILED,56+,46-55,Tamil Nadu,PNB,Axis,iOS,3G,0,12,Sunday,1
TXN400000000253,13-08-2024 10:41:00,Bill Payment,Food,18097,FAILED,56+,56+,Gujarat,ICICI,HDFC,Android,5G,1,10,Tuesday,0
TXN400000000254,10-05-2024 18:32:00,Recharge,Entertainment,5666,SUCCESS,56+,46-55,Maharashtra,HDFC,HDFC,Android,WiFi,1,18,Friday,0
TXN400000000255,14-10-2024 15:39:00,P2M,Grocery,12612,SUCCESS,56+,26-35,Gujarat,HDFC,HDFC,Android,3G,0,15,Monday,0
TXN400000000256,10-07-2024 02:50:00,P2P,Shopping,19165,FAILED,26-35,56+,Maharashtra,ICICI,ICICI,iOS,5G,0,2,Wednesday,0
TXN400000000257,06-04-2024 00:24:00,Bill Payment,Fuel,2314,SUCCESS,56+,26-35,Karnataka,ICICI,HDFC,Android,4G,1,0,Saturday,1
TXN400000000258,02-02-2024 19:06:00,P2M,Utilities,19468,SUCCESS,36-45,18-25,Karnataka,PNB,Axis,Android,3G,0,19,Friday,0
TXN400000000259,11-09-2024 03:52:00,P2P,Food,14660,SUCCESS,18-25,46-55,Delhi,ICICI,Kotak,iOS,WiFi,1,3,Wednesday,0
TXN400000000260,30-04-2024 04:56:00,Recharge,Fuel,6241,FAILED,36-45,18-25,Maharashtra,HDFC,PNB,iOS,5G,0,4,Tuesday,0
TXN400000000261,21-09-2024 10:42:00,Recharge,Grocery,16629,FAILED,46-55,26-35,Tamil Nadu,Kotak,PNB,iOS,5G,1,10,Saturday,1
TXN400000000262,30-06-2024 03:24:00,Recharge,Food,16114,SUCCESS,46-55,26-35,Karnataka,SBI,HDFC,iOS,5G,0,3,Sunday,1
TXN400000000263,14-08-2024 18:57:00,P2M,Entertainment,18995,FAILED,56+,56+,Delhi,SBI,Kotak,iOS,5G,1,18,Wednesday,0
TXN400000000264,30-04-2024 04:18:00,Recharge,Healthcare,3662,SUCCESS,26-35,18-25,Delhi,PNB,Axis,Android,WiFi,0,4,Tuesday,0
TXN400000000265,27-10-2024 10:15:00,P2M,Utilities,7422,FAILED,18-25,26-35,Maharashtra,ICICI,Yes Bank,iOS,5G,1,10,Sunday,1
TXN400000000266,31-08-2024 01:33:00,P2P,Healthcare,12618,SUCCESS,56+,36-45,Tamil Nadu,Kotak,Yes Bank,iOS,3G,1,1,Saturday,1
TXN400000000267,12-03-2024 14:50:00,Recharge,Entertainment,13543,SUCCESS,26-35,46-55,Tamil Nadu,Axis,HDFC,iOS,4G,1,14,Tuesday,0
TXN400000000268,15-09-2024 00:23:00,P2P,Shopping,6143,SUCCESS,36-45,18-25,Delhi,SBI,PNB,iOS,5G,1,0,Sunday,1
TXN400000000269,10-08-2024 02:16:00,Recharge,Healthcare,11150,SUCCESS,56+,46-55,Maharashtra,HDFC,ICICI,Android,3G,0,2,Saturday,1
TXN400000000270,04-01-2024 07:58:00,P2M,Entertainment,2910,SUCCESS,26-35,36-45,Gujarat,Axis,HDFC,iOS,3G,0,7,Thursday,0
TXN400000000271,16-04-2024 13:53:00,P2P,Grocery,2217,SUCCESS,26-35,36-45,Maharashtra,HDFC,HDFC,iOS,4G,1,13,Tuesday,0
TXN400000000272,20-10-2024 04:19:00,P2M,Entertainment,11289,SUCCESS,46-55,56+,Karnataka,SBI,PNB,iOS,3G,1,4,Sunday,1
TXN400000000273,10-04-2024 20:58:00,P2M,Grocery,4934,FAILED,26-35,56+,Delhi,ICICI,Yes Bank,iOS,3G,0,20,Wednesday,0
TXN400000000274,09-04-2024 12:55:00,P2P,Fuel,13912,SUCCESS,26-35,26-35,Rajasthan,Yes Bank,Axis,iOS,WiFi,0,12,Tuesday,0
TXN400000000275,17-01-2024 23:12:00,Recharge,Utilities,15525,FAILED,46-55,26-35,Karnataka,Yes Bank,Axis,Android,3G,1,23,Wednesday,0
TXN400000000276,02-06-2024 00:45:00,Recharge,Food,7806,FAILED,26-35,26-35,Karnataka,PNB,HDFC,iOS,WiFi,0,0,Sunday,1
TXN400000000277,07-07-2024 21:52:00,Recharge,Healthcare,809,SUCCESS,26-35,36-45,Gujarat,Axis,ICICI,iOS,4G,0,21,Sunday,1
TXN400000000278,09-05-2024 02:38:00,Recharge,Healthcare,16743,FAILED,36-45,18-25,Tamil Nadu,Axis,Yes Bank,iOS,WiFi,0,2,Thursday,0
TXN400000000279,16-07-2024 15:32:00,Bill Payment,Shopping,11296,SUCCESS,46-55,56+,Tamil Nadu,Kotak,Kotak,Android,WiFi,0,15,Tuesday,0
TXN400000000280,14-11-2024 18:18:00,Bill Payment,Shopping,8667,SUCCESS,56+,36-45,Gujarat,Yes Bank,Kotak,Android,3G,0,18,Thursday,0
TXN400000000281,08-07-2024 08:26:00,Recharge,Food,19342,FAILED,46-55,26-35,Gujarat,Axis,ICICI,iOS,WiFi,1,8,Monday,0
TXN400000000282,11-03-2024 11:10:00,P2P,Shopping,19954,SUCCESS,36-45,18-25,Gujarat,ICICI,HDFC,iOS,5G,0,11,Monday,0
TXN400000000283,21-11-2024 00:43:00,P2M,Utilities,4823,SUCCESS,36-45,56+,Rajasthan,SBI,HDFC,iOS,4G,0,0,Thursday,0
TXN400000000284,26-07-2024 16:30:00,Recharge,Entertainment,8858,FAILED,36-45,36-45,Rajasthan,SBI,HDFC,Android,WiFi,0,16,Friday,0
TXN400000000285,20-10-2024 02:09:00,P2M,Grocery,11977,FAILED,56+,26-35,Gujarat,PNB,SBI,Android,3G,1,2,Sunday,1
TXN400000000286,12-07-2024 06:21:00,P2P,Shopping,5516,SUCCESS,26-35,56+,Maharashtra,Axis,Yes Bank,iOS,WiFi,0,6,Friday,0
TXN400000000287,28-01-2024 02:43:00,P2P,Food,1502,SUCCESS,46-55,18-25,Delhi,HDFC,HDFC,iOS,4G,1,2,Sunday,1
TXN400000000288,03-01-2024 22:43:00,Recharge,Healthcare,5736,SUCCESS,56+,26-35,Karnataka,HDFC,Yes Bank,iOS,WiFi,1,22,Wednesday,0
TXN400000000289,28-10-2024 11:03:00,P2P,Shopping,5619,SUCCESS,18-25,18-25,Rajasthan,ICICI,PNB,iOS,4G,0,11,Monday,0
TXN400000000290,21-09-2024 00:55:00,Bill Payment,Utilities,8266,FAILED,46-55,46-55,Rajasthan,HDFC,Kotak,iOS,4G,1,0,Saturday,1
TXN400000000291,12-12-2024 23:36:00,P2P,Shopping,8322,SUCCESS,18-25,26-35,Delhi,Kotak,PNB,iOS,4G,0,23,Thursday,0
TXN400000000292,26-04-2024 16:56:00,P2P,Shopping,7442,FAILED,26-35,26-35,Maharashtra,Yes Bank,PNB,Android,3G,1,16,Friday,0
TXN400000000293,30-06-2024 17:50:00,P2P,Fuel,6117,SUCCESS,46-55,18-25,Karnataka,PNB,Axis,Android,WiFi,0,17,Sunday,1
TXN400000000294,02-08-2024 11:58:00,P2M,Entertainment,18920,SUCCESS,36-45,56+,Tamil Nadu,PNB,PNB,Android,WiFi,1,11,Friday,0
TXN400000000295,20-05-2024 14:19:00,Recharge,Utilities,14845,FAILED,36-45,36-45,Gujarat,Yes Bank,HDFC,iOS,5G,1,14,Monday,0
TXN400000000296,13-05-2024 23:08:00,P2P,Utilities,10073,FAILED,18-25,56+,Tamil Nadu,ICICI,SBI,iOS,WiFi,0,23,Monday,0
TXN400000000297,02-10-2024 18:52:00,Recharge,Food,4080,SUCCESS,36-45,26-35,Karnataka,Kotak,PNB,Android,5G,1,18,Wednesday,0
TXN400000000298,01-11-2024 16:33:00,Bill Payment,Grocery,13782,SUCCESS,56+,56+,Rajasthan,PNB,PNB,Android,4G,1,16,Friday,0
TXN400000000299,16-01-2024 02:28:00,Bill Payment,Shopping,606,SUCCESS,26-35,26-35,Rajasthan,SBI,Yes Bank,iOS,4G,0,2,Tuesday,0
TXN400000000300,07-07-2024 14:55:00,Bill Payment,Utilities,15669,FAILED,26-35,18-25,Delhi,HDFC,HDFC,Android,3G,1,14,Sunday,1
TXN400000000301,06-04-2024 02:40:00,P2P,Grocery,13076,FAILED,56+,46-55,Rajasthan,Kotak,PNB,Android,WiFi,1,2,Saturday,1
TXN400000000302,16-04-2024 23:12:00,Bill Payment,Grocery,7925,SUCCESS,18-25,26-35,Karnataka,ICICI,SBI,Android,3G,1,23,Tuesday,0
TXN400000000303,20-01-2024 06:21:00,Bill Payment,Food,18406,FAILED,46-55,18-25,Karnataka,SBI,HDFC,Android,3G,1,6,Saturday,1
TXN400000000304,20-06-2024 03:56:00,P2P,Food,7066,FAILED,36-45,36-45,Maharashtra,SBI,PNB,iOS,4G,0,3,Thursday,0
TXN400000000305,01-03-2024 05:17:00,Recharge,Entertainment,15948,FAILED,46-55,26-35,Tamil Nadu,Kotak,ICICI,iOS,4G,0,5,Friday,0
TXN400000000306,19-08-2024 18:31:00,Recharge,Shopping,13360,SUCCESS,56+,46-55,Delhi,SBI,Axis,Android,4G,0,18,Monday,0
TXN400000000307,05-12-2024 23:30:00,P2M,Utilities,8487,FAILED,56+,46-55,Tamil Nadu,HDFC,SBI,Android,5G,1,23,Thursday,0
TXN400000000308,22-03-2024 19:36:00,Bill Payment,Entertainment,3777,SUCCESS,18-25,18-25,Gujarat,ICICI,Yes Bank,Android,5G,1,19,Friday,0
TXN400000000309,19-05-2024 08:15:00,P2M,Fuel,6907,SUCCESS,56+,36-45,Karnataka,Kotak,ICICI,Android,WiFi,1,8,Sunday,1
TXN400000000310,17-08-2024 07:05:00,Bill Payment,Utilities,9119,SUCCESS,36-45,46-55,Karnataka,PNB,Yes Bank,Android,5G,1,7,Saturday,1
TXN400000000311,15-08-2024 11:23:00,P2P,Shopping,9174,FAILED,46-55,26-35,Maharashtra,Kotak,ICICI,iOS,3G,0,11,Thursday,0
TXN400000000312,24-03-2024 05:49:00,Recharge,Utilities,15007,SUCCESS,56+,46-55,Delhi,PNB,SBI,Android,4G,1,5,Sunday,1
TXN400000000313,05-07-2024 20:12:00,Recharge,Food,17503,FAILED,18-25,56+,Rajasthan,Axis,Kotak,Android,5G,0,20,Friday,0
TXN400000000314,23-10-2024 12:40:00,Recharge,Utilities,5462,SUCCESS,26-35,18-25,Karnataka,HDFC,Axis,iOS,5G,1,12,Wednesday,0
TXN400000000315,06-08-2024 18:49:00,P2M,Healthcare,19623,SUCCESS,18-25,36-45,Tamil Nadu,Axis,Kotak,iOS,WiFi,0,18,Tuesday,0
TXN400000000316,29-10-2024 04:40:00,P2M,Shopping,145,FAILED,56+,56+,Delhi,PNB,ICICI,iOS,3G,1,4,Tuesday,0
TXN400000000317,02-11-2024 05:33:00,P2M,Healthcare,18223,FAILED,26-35,26-35,Karnataka,Axis,ICICI,Android,4G,1,5,Saturday,1
TXN400000000318,04-12-2024 09:22:00,Bill Payment,Entertainment,665,FAILED,26-35,26-35,Tamil Nadu,PNB,Kotak,Android,4G,1,9,Wednesday,0
TXN400000000319,01-08-2024 07:00:00,P2M,Fuel,9661,SUCCESS,36-45,46-55,Karnataka,PNB,HDFC,Android,5G,1,7,Thursday,0
TXN400000000320,24-04-2024 09:48:00,Bill Payment,Utilities,9329,SUCCESS,56+,56+,Delhi,Axis,Yes Bank,iOS,3G,0,9,Wednesday,0
TXN400000000321,17-01-2024 18:20:00,Bill Payment,Utilities,12586,SUCCESS,26-35,18-25,Maharashtra,SBI,ICICI,Android,WiFi,0,18,Wednesday,0
TXN400000000322,14-02-2024 05:40:00,Bill Payment,Healthcare,16963,SUCCESS,46-55,36-45,Maharashtra,Kotak,HDFC,Android,5G,1,5,Wednesday,0
TXN400000000323,12-04-2024 06:16:00,P2M,Healthcare,3422,SUCCESS,46-55,46-55,Karnataka,HDFC,Axis,Android,3G,1,6,Friday,0
TXN400000000324,25-04-2024 00:18:00,Bill Payment,Shopping,6995,FAILED,56+,36-45,Rajasthan,HDFC,HDFC,Android,3G,0,0,Thursday,0
TXN400000000325,11-11-2024 15:23:00,Recharge,Utilities,18192,SUCCESS,26-35,18-25,Tamil Nadu,SBI,Axis,Android,5G,1,15,Monday,0
TXN400000000326,11-03-2024 10:20:00,P2P,Healthcare,17039,FAILED,18-25,26-35,Maharashtra,Yes Bank,Yes Bank,Android,5G,1,10,Monday,0
TXN400000000327,24-10-2024 01:53:00,Bill Payment,Shopping,14629,SUCCESS,36-45,56+,Delhi,SBI,Yes Bank,iOS,3G,1,1,Thursday,0
TXN400000000328,14-06-2024 13:37:00,Bill Payment,Shopping,12272,FAILED,26-35,56+,Tamil Nadu,ICICI,PNB,Android,5G,1,13,Friday,0
TXN400000000329,08-04-2024 00:22:00,Bill Payment,Food,11758,FAILED,26-35,36-45,Gujarat,SBI,Kotak,iOS,5G,0,0,Monday,0
TXN400000000330,15-08-2024 03:25:00,Recharge,Entertainment,14970,SUCCESS,36-45,36-45,Maharashtra,Kotak,ICICI,iOS,WiFi,0,3,Thursday,0
TXN400000000331,01-08-2024 20:11:00,Recharge,Shopping,18737,FAILED,36-45,26-35,Maharashtra,Axis,Kotak,iOS,5G,1,20,Thursday,0
TXN400000000332,24-07-2024 13:52:00,P2M,Shopping,2452,SUCCESS,46-55,18-25,Delhi,HDFC,ICICI,iOS,3G,1,13,Wednesday,0
TXN400000000333,20-02-2024 23:34:00,P2P,Healthcare,10696,FAILED,26-35,18-25,Rajasthan,Axis,Axis,iOS,WiFi,0,23,Tuesday,0
TXN400000000334,05-03-2024 08:00:00,Bill Payment,Healthcare,2388,FAILED,46-55,46-55,Rajasthan,ICICI,HDFC,Android,5G,0,8,Tuesday,0
TXN400000000335,10-02-2024 07:39:00,P2M,Food,8226,FAILED,26-35,46-55,Gujarat,PNB,PNB,Android,4G,1,7,Saturday,1
TXN400000000336,13-04-2024 16:19:00,Recharge,Fuel,15994,FAILED,46-55,36-45,Delhi,Axis,Kotak,iOS,3G,0,16,Saturday,1
TXN400000000337,23-04-2024 05:04:00,P2M,Healthcare,7509,SUCCESS,18-25,18-25,Tamil Nadu,Yes Bank,Kotak,Android,WiFi,1,5,Tuesday,0
